id,sentence,type,label
aj_6,israels war on gaza list of key events day 183 united nations chief says israels military campaign in gaza has brought relentless death and destruction,anti-israeli,3
nyt_490,roughly 125 living and dead hostages now remain in gaza according to the israeli authorities as talks for a ceasefire that would also secure their release have stalled,pro-israeli,1
jp_567,on saturday it had to deal with a massive terrorist wave swamping the entire border and threatening 20 communities and some 60000 people,anti-palestinian,4
bbc_518,tenyearold areej al zahdneh speaking at a nearby hospital told us there were airstrikes tanks and shooting,anti-israeli,3
bbc_261,the countrys stateowned airline emirates was forced to stop accepting checkin passengers at all,anti-israeli,3
bbc_9,video posted by the family shows him shaking in distress after each thunderous boom from nearby airstrikes,anti-israeli,3
nyt_377,defense secretary denounces israels strike on aid workers in gaza,pro-israeli,1
jp_425,international mediationhe also phoned russian deputy foreign minister michail bogdanov and discussed with him the latest developments in the gaza strip and the need for an immediate cessation of the israeli military strikes according to a statement by hamas,anti-israeli,3
bbc_226,president joe biden reiterated his promise ironclad security for israel essentially saying weve got your back,pro-israeli,1
bbc_536,this caused such deep psychological trauma that it forced him to some extent to believe their words mr kozlov adds,anti-israeli,3
jp_333,operationally once the idf leaves jenin it must prevent the terrorists from rebuilding the infrastructure there and posing a threat to the country,anti-palestinian,4
bbc_270,explosions heard in the isfahan area were due to air defence firing at suspicious objects and there was no damage a state media channel quoted a general as saying,anti-palestinian,4
jp_148,she is portrayed not as a villain but as a cog in a system designed to elicit a particular set of reactions tears at the horrors and pride in the state of israel,neutral,0
nyt_576,we are having trouble retrieving the article content,neutral,0
jp_167,ldquoa palestinian state is a danger to israel to its security and it is not a lsquomaybersquo danger itrsquos a clear danger,pro-israeli,1
bbc_87,an israeli delegation is due to visit washington to discuss the planned assault next week according to us officials,anti-israeli,3
aj_8,the international court of justice called on israel to end its operation in rafah the southernmost town in gaza,pro-palestinian,2
bbc_215,among these were a ballistic missile on its launcher vehicle and seven drones which were destroyed on the ground in houthicontrolled areas of yemen before they were launched,anti-palestinian,4
bbc_79,starvation is used as a weapon of war,neutral,0
jp_575,further investigation into the idfrsquos operational systems ruled out the possibility that tank fire air fire or ground force fire was directed at the gazan crowd in the area of gazarsquos kuwaiti roundabout on the armyrsquos part,anti-israeli,3
bbc_175,bruises and broken ribs x0080x0093 palestinian deaths in israeli prisons  bbc news food charity world central kitchen wck has called for an independent investigation into the killing of seven of its staff by israeli drone strikes in gaza,anti-israeli,3
nyt_229,and most european governments offered unequivocal support to the international criminal court this week after it requested arrest warrants for israels prime minister and defense minister along with leaders of hamas,pro-israeli,1
jp_288,she further questioned her classmates lack of awareness regarding the ongoing killings of palestinians and emphasized that the situation was a consequence of israeli occupation and imprisonment,anti-israeli,3
nyt_388,the first documents the unequal system of justice that grew around jewish settlements in gaza and the west bank,pro-palestinian,2
nyt_204,the multistory building was one of several that made up the unrwa nuseirat boys preparatory school,neutral,0
bbc_434,decisions to play those games without supporters come amid public protests over israels continued military operation in gaza,pro-palestinian,2
